simplename	broad_host	collection_date	isolation_source	location	host	strain	SRR	SRA	Sample name	BioSample	name1	name2
GCA_001477735.1	avian	2011	chicken breast			CVM N29313	SRR3664974	SRS1502379	CVM N29313	SAMN02699190	GCA_001477735.1|avian|2011	SRR3664974|avian|2011
GCA_001477745.1	avian	2011	ground turkey			CVM N29315	SRR3664976	SRS1502380	CVM N29315	SAMN02699191	GCA_001477745.1|avian|2011	SRR3664976|avian|2011
GCA_001477895.1	avian	2011	chicken breast			CVM N29323	SRR3664984	SRS1502387	CVM N29323	SAMN02699194	GCA_001477895.1|avian|2011	SRR3664984|avian|2011
GCA_001477805.1	avian	2011	ground turkey			CVM N29338	SRR3664999	SRS1502403	CVM N29338	SAMN02699195	GCA_001477805.1|avian|2011	SRR3664999|avian|2011
GCA_001478625.1	avian	2011	chicken breast			CVM N29343	SRR3665004	SRS1502408	CVM N29343	SAMN02699197	GCA_001478625.1|avian|2011	SRR3665004|avian|2011
GCA_001477855.1	porcine	2011	pork chop			CVM N29350	SRR3665011	SRS1502415	CVM N29350	SAMN02699198	GCA_001477855.1|porcine|2011	SRR3665011|porcine|2011
GCA_001478885.1	avian	2011	chicken breast			CVM N30655	SRR3665064	SRS1502466	CVM N30655	SAMN02699216	GCA_001478885.1|avian|2011	SRR3665064|avian|2011
GCA_001478045.1	avian	2011	chicken breast			CVM N30693	SRR3665102	SRS1502506	CVM N30693	SAMN02699225	GCA_001478045.1|avian|2011	SRR3665102|avian|2011
GCA_001478065.1	avian	2011	chicken breast			CVM N30696	SRR3665105	SRS1502509	CVM N30696	SAMN02699226	GCA_001478065.1|avian|2011	SRR3665105|avian|2011
GCA_001479065.1	avian	2011	chicken breast			CVM N31392	SRR3665127	SRS1502532	CVM N31392	SAMN02699231	GCA_001479065.1|avian|2011	SRR3665127|avian|2011
GCA_001478125.1	avian	2011	ground turkey			CVM N31395	SRR3665130	SRS1502536	CVM N31395	SAMN02699233	GCA_001478125.1|avian|2011	SRR3665130|avian|2011
GCA_001479125.1	avian	2011	chicken breast			CVM N31409	SRR3665144	SRS1502548	CVM N31409	SAMN02699236	GCA_001479125.1|avian|2011	SRR3665144|avian|2011
GCA_001479155.1	avian	2011	chicken breast			CVM N31411	SRR3665146	SRS1502550	CVM N31411	SAMN02699238	GCA_001479155.1|avian|2011	SRR3665146|avian|2011
GCA_001479325.1	avian	2011	chicken breast			CVM N32045	SRR3665180	SRS1502584	CVM N32045	SAMN02699247	GCA_001479325.1|avian|2011	SRR3665180|avian|2011
GCA_001479335.1	avian	2011	chicken breast			CVM N32048	SRR3665183	SRS1502587	CVM N32048	SAMN02699248	GCA_001479335.1|avian|2011	SRR3665183|avian|2011
GCA_001479365.1	avian	2011	ground turkey			CVM N32051	SRR3665186	SRS1502590	CVM N32051	SAMN02699249	GCA_001479365.1|avian|2011	SRR3665186|avian|2011
GCA_001479395.1	avian	2011	chicken breast			CVM N32056	SRR3665191	SRS1502595	CVM N32056	SAMN02699253	GCA_001479395.1|avian|2011	SRR3665191|avian|2011
GCA_001480775.1	avian	2011	chicken breast			CVM N37941	SRR3665294	SRS1502698	CVM N37941	SAMN02699271	GCA_001480775.1|avian|2011	SRR3665294|avian|2011
GCA_001478285.1	porcine	2011	pork chop			CVM N37950	SRR3665303	SRS1502707	CVM N37950	SAMN02699272	GCA_001478285.1|porcine|2011	SRR3665303|porcine|2011
GCA_001480795.1	avian	2011	chicken breast			CVM N38229	SRR3665306	SRS1502712	CVM N38229	SAMN02699273	GCA_001480795.1|avian|2011	SRR3665306|avian|2011
GCA_001479695.1	avian	2011	ground turkey			CVM N38234	SRR3665311	SRS1502716	CVM N38234	SAMN02699275	GCA_001479695.1|avian|2011	SRR3665311|avian|2011
GCA_001692065.1	unreported		unknown			STy01	SRR3744010	SRS1540885	9-STy01	SAMN05356928	GCA_001692065.1|unreported|	SRR3744010|unreported|
GCA_001691985.1	unreported		unknown			STy02	SRR3744011	SRS1540886	10-STy02	SAMN05356929	GCA_001691985.1|unreported|	SRR3744011|unreported|
GCA_001692145.1	unreported		unknown			STy03	SRR3744012	SRS1540888	11-STy03	SAMN05356930	GCA_001692145.1|unreported|	SRR3744012|unreported|
GCA_001705365.1	other	2004-06-15	A laboratory derivative of ATCC 14028s			NC983	SRR4017512	SRS1371737	NC983	SAMN04600271	GCA_001705365.1|other|2004-06-15	SRR4017512|other|2004-06-15
GCA_001755875.1	avian	2005-06-01	Pre-chill chicken carcass		missing	CFSAN008071	SRR4105006	SRS1660517		SAMN05717015	GCA_001755875.1|avian|2005-06-01	SRR4105006|avian|2005-06-01
GCA_001756185.1	avian	2005-06-01	Pre-chill chicken carcass		missing	CFSAN008072	SRR4105007	SRS1660518		SAMN05717014	GCA_001756185.1|avian|2005-06-01	SRR4105007|avian|2005-06-01
GCA_001755985.1	avian	2004-07-06	Pre-chill chicken carcass		missing	CFSAN008073	SRR4105008	SRS1660521		SAMN05717013	GCA_001755985.1|avian|2004-07-06	SRR4105008|avian|2004-07-06
GCA_001755895.1	avian	2005-06-01	Pre-chill chicken carcass		missing	CFSAN008074	SRR4105009	SRS1660522		SAMN05717012	GCA_001755895.1|avian|2005-06-01	SRR4105009|avian|2005-06-01
GCA_001756125.1	avian	2004-11-03	Pre-chill chicken carcass		missing	CFSAN008075	SRR4105051	SRS1660523		SAMN05717011	GCA_001756125.1|avian|2004-11-03	SRR4105051|avian|2004-11-03
GCA_001756065.1	avian	2004-09-07	Pre-chill chicken carcass		missing	CFSAN008076	SRR4105052	SRS1660524		SAMN05717010	GCA_001756065.1|avian|2004-09-07	SRR4105052|avian|2004-09-07
GCA_001756075.1	avian	2004-07-06	Pre-chill chicken carcass		missing	CFSAN008077	SRR4105053	SRS1660526		SAMN05717009	GCA_001756075.1|avian|2004-07-06	SRR4105053|avian|2004-07-06
GCA_001756215.1	avian	2005-01-03	Pre-chill chicken carcass		missing	CFSAN008078	SRR4105054	SRS1660530		SAMN05717008	GCA_001756215.1|avian|2005-01-03	SRR4105054|avian|2005-01-03
GCA_001755945.1	avian	2004-12-02	Pre-chill chicken carcass		missing	CFSAN008079	SRR4105055	SRS1660545		SAMN05717007	GCA_001755945.1|avian|2004-12-02	SRR4105055|avian|2004-12-02
GCA_001755955.1	avian	2005-01-03	Pre-chill chicken carcass		missing	CFSAN008080	SRR4105076	SRS1660548		SAMN05717006	GCA_001755955.1|avian|2005-01-03	SRR4105076|avian|2005-01-03
GCA_001756025.1	avian	2005-03-01	Post-chill chicken carcass		missing	CFSAN008081	SRR4105098	SRS1660549		SAMN05717005	GCA_001756025.1|avian|2005-03-01	SRR4105098|avian|2005-03-01
GCA_001756245.1	avian	2004-12-02	Post-chill chicken carcass		missing	CFSAN008082	SRR4105099	SRS1660550		SAMN05717004	GCA_001756245.1|avian|2004-12-02	SRR4105099|avian|2004-12-02
GCA_001755995.1	avian	2004-10-05	Post-chill chicken carcass		missing	CFSAN008083	SRR4105100	SRS1660551		SAMN05717003	GCA_001755995.1|avian|2004-10-05	SRR4105100|avian|2004-10-05
GCA_001755865.1	avian	2005-02-07	Post-chill chicken carcass		missing	CFSAN008084	SRR4105101	SRS1660552		SAMN05717002	GCA_001755865.1|avian|2005-02-07	SRR4105101|avian|2005-02-07
GCA_001756105.1	avian	2004-10-05	Post-chill chicken carcass		missing	CFSAN008085	SRR4105102	SRS1660553		SAMN05717001	GCA_001756105.1|avian|2004-10-05	SRR4105102|avian|2004-10-05
GCA_001756035.1	avian	2004-10-05	Post-chill chicken carcass		missing	CFSAN008086	SRR4105103	SRS1660555		SAMN05717000	GCA_001756035.1|avian|2004-10-05	SRR4105103|avian|2004-10-05
GCA_001756205.1	avian	2005-01-03	Post-chill chicken carcass		missing	CFSAN008087	SRR4105104	SRS1660554		SAMN05716999	GCA_001756205.1|avian|2005-01-03	SRR4105104|avian|2005-01-03
GCA_001756135.1	avian	2005-05-01	Post-chill chicken carcass		missing	CFSAN008088	SRR4105105	SRS1660556		SAMN05716998	GCA_001756135.1|avian|2005-05-01	SRR4105105|avian|2005-05-01
GCA_001755885.1	avian	2005-02-07	Post-chill chicken carcass		missing	CFSAN008089	SRR4105106	SRS1660558		SAMN05716997	GCA_001755885.1|avian|2005-02-07	SRR4105106|avian|2005-02-07
GCA_001756155.1	avian	2005-02-07	Post-chill chicken carcass		missing	CFSAN008090	SRR4105411	SRS1660695		SAMN05716996	GCA_001756155.1|avian|2005-02-07	SRR4105411|avian|2005-02-07
GCA_001295155.1	human	2015-04	stool		Homo sapiens	StVIM	SRR4272563	SRS1704490	Salmonella VIM	SAMN03975954	GCA_001295155.1|human|2015-04	SRR4272563|human|2015-04
GCA_000335915.1	unreported					08-1700	SRR444640	SRS300165	Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1700	SAMN00811526	GCA_000335915.1|unreported|	SRR444640|unreported|
GCA_000335935.1	unreported					08-1739	SRR444641	SRS300166	Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1739	SAMN00811527	GCA_000335935.1|unreported|	SRR444641|unreported|
GCA_000336195.1	unreported		missing			LT2	SRR444651	SRS300177	LT2-4 _ramA::kan	SAMN00811538	GCA_000336195.1|unreported|	SRR444651|unreported|
GCA_002029445.1	unreported	2014	missing			LT2 KO STM0928::STM1252	SRR5279335	SRS1997114	BCW_7518	SAMN06393001	GCA_002029445.1|unreported|2014	SRR5279335|unreported|2014
GCA_002029485.1	unreported	2014	missing			LT2 KO STM4298::STM1252	SRR5279336	SRS1997113	BCW_7517	SAMN06393000	GCA_002029485.1|unreported|2014	SRR5279336|unreported|2014
GCA_002029455.1	unreported	2014	missing			LT2 KO STM4298::STM0928	SRR5279337	SRS1997115	BCW_7516	SAMN06392999	GCA_002029455.1|unreported|2014	SRR5279337|unreported|2014
GCA_002029385.1	unreported	2014	missing			LT2 KO STM2896::STM1252	SRR5279338	SRS1997116	BCW_7515	SAMN06392998	GCA_002029385.1|unreported|2014	SRR5279338|unreported|2014
GCA_002029375.1	unreported	2014	missing			LT2 KO STM3338	SRR5279339	SRS1997117	BCW_7500	SAMN06392997	GCA_002029375.1|unreported|2014	SRR5279339|unreported|2014
GCA_002074225.1	unreported	2014	missing			LT2 KO STM3662	SRR5288728	SRS2003535	BCW_7504	SAMN06448849	GCA_002074225.1|unreported|2014	SRR5288728|unreported|2014
GCA_002074345.1	unreported	2014	missing			LT2 KO STM3717	SRR5288729	SRS2003536	BCW_7510	SAMN06448848	GCA_002074345.1|unreported|2014	SRR5288729|unreported|2014
GCA_002074185.1	unreported	2014	missing			LT2 KO STM1242	SRR5288730	SRS2003537	BCW_7507	SAMN06448847	GCA_002074185.1|unreported|2014	SRR5288730|unreported|2014
GCA_002074215.1	unreported	2014	missing			LT2 KO STM3663	SRR5288731	SRS2003538	BCW_7505	SAMN06448846	GCA_002074215.1|unreported|2014	SRR5288731|unreported|2014
GCA_002074395.1	unreported	2014	missing			LT2 KO STM1869A	SRR5288732	SRS2003539	BCW_8417	SAMN06448845	GCA_002074395.1|unreported|2014	SRR5288732|unreported|2014
GCA_002074375.1	unreported	2014	missing			LT2 KO STM0148	SRR5288733	SRS2003540	BCW_8405	SAMN06448844	GCA_002074375.1|unreported|2014	SRR5288733|unreported|2014
GCA_002074305.1	unreported	2014	missing			LT2 KO STM0016	SRR5288734	SRS2003541	BCW_8403	SAMN06448843	GCA_002074305.1|unreported|2014	SRR5288734|unreported|2014
GCA_002074525.1	unreported	2014	missing			LT2 KO STM3679	SRR5288735	SRS2003542	BCW_8432	SAMN06448842	GCA_002074525.1|unreported|2014	SRR5288735|unreported|2014
GCA_002074635.1	unreported	2014	missing			LT2 KO STM1911	SRR5288736	SRS2003543	BCW_8418	SAMN06448841	GCA_002074635.1|unreported|2014	SRR5288736|unreported|2014
GCA_002074335.1	unreported	2014	missing			LT2 KO STM2877	SRR5288737	SRS2003544	BCW_7508	SAMN06448840	GCA_002074335.1|unreported|2014	SRR5288737|unreported|2014
GCA_002074235.1	unreported	2014	missing			LT2 KO STM0260	SRR5288738	SRS2003545	BCW_8407	SAMN06448839	GCA_002074235.1|unreported|2014	SRR5288738|unreported|2014
GCA_002074545.1	unreported	2014	missing			LT2 KO STM3617	SRR5288739	SRS2003546	BCW_8431	SAMN06448838	GCA_002074545.1|unreported|2014	SRR5288739|unreported|2014
GCA_002074685.1	unreported	2014	missing			LT2 KO STM3513	SRR5288740	SRS2003547	BCW_8428	SAMN06448837	GCA_002074685.1|unreported|2014	SRR5288740|unreported|2014
GCA_002074715.1	unreported	2014	missing			LT2 KO STM3605	SRR5288741	SRS2003548	BCW_8430	SAMN06448836	GCA_002074715.1|unreported|2014	SRR5288741|unreported|2014
GCA_002074735.1	unreported	2014	missing			LT2 KO STM3747	SRR5288742	SRS2003549	BCW_8433	SAMN06448835	GCA_002074735.1|unreported|2014	SRR5288742|unreported|2014
GCA_002074595.1	unreported	2014	missing			LT2 KO STM4582	SRR5288743	SRS2003550	BCW_8438	SAMN06448834	GCA_002074595.1|unreported|2014	SRR5288743|unreported|2014
GCA_002074555.1	unreported	2014	missing			LT2 KO STM3112	SRR5288744	SRS2003551	BCW_8427	SAMN06448833	GCA_002074555.1|unreported|2014	SRR5288744|unreported|2014
GCA_002074445.1	unreported	2014	missing			LT2 KO STM2988	SRR5288745	SRS2003552	BCW_8425	SAMN06448832	GCA_002074445.1|unreported|2014	SRR5288745|unreported|2014
GCA_002074455.1	unreported	2014	missing			LT2 KO STM2831	SRR5288746	SRS2003553	BCW_8424	SAMN06448831	GCA_002074455.1|unreported|2014	SRR5288746|unreported|2014
GCA_002074435.1	unreported	2014	missing			LT2 KO STM2567	SRR5288747	SRS2003554	BCW_8421	SAMN06448830	GCA_002074435.1|unreported|2014	SRR5288747|unreported|2014
GCA_002074465.1	unreported	2014	missing			LT2 KO STM3051	SRR5288748	SRS2003555	BCW_8426	SAMN06448829	GCA_002074465.1|unreported|2014	SRR5288748|unreported|2014
GCA_002074675.1	unreported	2014	missing			LT2 KO STM2166	SRR5288749	SRS2003556	BCW_8420	SAMN06448828	GCA_002074675.1|unreported|2014	SRR5288749|unreported|2014
GCA_002074385.1	unreported	2014	missing			LT2 KO STM0401	SRR5288750	SRS2003557	BCW_8408	SAMN06448827	GCA_002074385.1|unreported|2014	SRR5288750|unreported|2014
GCA_002074515.1	unreported	2014	missing			LT2 KO STM4426	SRR5288751	SRS2003558	BCW_8436	SAMN06448826	GCA_002074515.1|unreported|2014	SRR5288751|unreported|2014
GCA_002074655.1	unreported	2014	missing			LT2 KO STM1559	SRR5288752	SRS2003559	BCW_8414	SAMN06448825	GCA_002074655.1|unreported|2014	SRR5288752|unreported|2014
GCA_002074295.1	unreported	2014	missing			LT2 KO STM1558	SRR5288753	SRS2003560	BCW_8413	SAMN06448824	GCA_002074295.1|unreported|2014	SRR5288753|unreported|2014
GCA_002074795.1	unreported	2014	missing			LT2 KO STM0041	SRR5288754	SRS2003561	BCW_8440	SAMN06448823	GCA_002074795.1|unreported|2014	SRR5288754|unreported|2014
GCA_002074775.1	unreported	2014	missing			LT2 KO STM4019	SRR5288755	SRS2003562	BCW_8443	SAMN06448822	GCA_002074775.1|unreported|2014	SRR5288755|unreported|2014
GCA_002074245.1	unreported	2014	missing			LT2 KO STM1209	SRR5288756	SRS2003563	BCW_8411	SAMN06448821	GCA_002074245.1|unreported|2014	SRR5288756|unreported|2014
GCA_002074175.1	unreported	2014	missing			LT2 KO STM1182	SRR5288757	SRS2003564	BCW_7509	SAMN06448820	GCA_002074175.1|unreported|2014	SRR5288757|unreported|2014
GCA_002029825.1	unreported	2014	missing			LT2 KO_STM3603	SRR5288758	SRS2003565	BCW_8429	SAMN06448819	GCA_002029825.1|unreported|2014	SRR5288758|unreported|2014
GCA_002029835.1	unreported	2014	missing			LT2 KO_STM1796	SRR5288759	SRS2003566	BCW_8416	SAMN06448818	GCA_002029835.1|unreported|2014	SRR5288759|unreported|2014
GCA_002028675.1	unreported	2014	missing			LT2 KO_STM1560	SRR5288760	SRS2003567	BCW_8415	SAMN06448817	GCA_002028675.1|unreported|2014	SRR5288760|unreported|2014
GCA_002028625.1	unreported	2014	missing			LT2 KO_STM0907	SRR5288761	SRS2003568	BCW_8409	SAMN06448816	GCA_002028625.1|unreported|2014	SRR5288761|unreported|2014
GCA_002028595.1	unreported	2014	missing			LT2 KO_STM0233	SRR5288762	SRS2003569	BCW_8406	SAMN06448815	GCA_002028595.1|unreported|2014	SRR5288762|unreported|2014
GCA_002029795.1	unreported	2014	missing			LT2 KO_STM0018	SRR5288763	SRS2003570	BCW_8404	SAMN06448814	GCA_002029795.1|unreported|2014	SRR5288763|unreported|2014
GCA_002029785.1	unreported	2014	missing			LT2 KO_STM2715.S	SRR5288764	SRS2003571	BCW_8423	SAMN06448813	GCA_002029785.1|unreported|2014	SRR5288764|unreported|2014
GCA_002029765.1	unreported	2014	missing			LT2 KO_STM2612	SRR5288765	SRS2003572	BCW_8422	SAMN06448812	GCA_002029765.1|unreported|2014	SRR5288765|unreported|2014
GCA_002029745.1	unreported	2014	missing			LT2 KO_STM1028	SRR5288766	SRS2003574	BCW_8410	SAMN06448811	GCA_002029745.1|unreported|2014	SRR5288766|unreported|2014
GCA_002029715.1	unreported	2014	missing			LT2 KO_STM1182::KO_STM3664	SRR5288767	SRS2003573	BCW_7521	SAMN06448810	GCA_002029715.1|unreported|2014	SRR5288767|unreported|2014
GCA_002029675.1	unreported	2014	missing			LT2 KO_STM2896::KO_STM3664	SRR5288768	SRS2003575	BCW_7513	SAMN06448809	GCA_002029675.1|unreported|2014	SRR5288768|unreported|2014
GCA_002029665.1	unreported	2014	missing			LT2 KO_STM3538	SRR5288769	SRS2003576	BCW_7502	SAMN06448808	GCA_002029665.1|unreported|2014	SRR5288769|unreported|2014
GCA_002029705.1	unreported	2014	missing			LT2 KO_STM1963	SRR5288770	SRS2003577	BCW_8419	SAMN06448807	GCA_002029705.1|unreported|2014	SRR5288770|unreported|2014
GCA_002025495.1	unreported	2014	missing			LT2 KO STM2896::STM0928	SRR5288771	SRS2003578	BCW_7514	SAMN06448806	GCA_002025495.1|unreported|2014	SRR5288771|unreported|2014
GCA_002209225.1	human	2012	stool		Homo sapiens	FDAARGOS_321	SRR5417096	SRS2101400	FDAARGOS_321	SAMN06173334	GCA_002209225.1|human|2012	SRR5417096|human|2012
GCA_001997115.1	unreported		missing		missing	ATCC 14028	SRR5481530	SRS1663183	CDPH_C6	SAMN05721772	GCA_001997115.1|unreported|	SRR5481530|unreported|
GCA_002289275.1	other	2014	Laboratory			LT2 KO_STM3712	SRR5483897	SRS2151344	BCW_7511	SAMN06842963	GCA_002289275.1|other|2014	SRR5483897|other|2014
GCA_002289265.1	other	2014	Laboratory			LT2 KO_STM1799	SRR5483898	SRS2151343	BCW_7506	SAMN06842962	GCA_002289265.1|other|2014	SRR5483898|other|2014
GCA_002289225.1	other	2014	Laboratory			LT2	SRR5483899	SRS2151345	BCW_000113	SAMN06842961	GCA_002289225.1|other|2014	SRR5483899|other|2014
GCA_002265285.1	human	1959	feces		Homo sapiens	Q1	SRR5860302	SRS2377922	Q1	SAMN07375175	GCA_002265285.1|human|1959	SRR5860302|human|1959
GCA_002264585.1	porcine	2015	lung		porcine	D15-052810	SRR5985921	SRS2474597	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_D15-052810	SAMN07411536	GCA_002264585.1|porcine|2015	SRR5985921|porcine|2015
GCA_002264665.1	porcine	2015	lung		porcine	D15-043619	SRR5985922	SRS2474596	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_D15-043619	SAMN07411537	GCA_002264665.1|porcine|2015	SRR5985922|porcine|2015
GCA_002809915.1	unreported	2006	Herd environment			CFSAN068031	SRR6171261	SRS2592595		SAMN07782279	GCA_002809915.1|unreported|2006	SRR6171261|unreported|2006
GCA_002798815.1	porcine	2011	urine		Sus scrofa domesticus	CFSAN068035	SRR6283069	SRS2680656		SAMN08015734	GCA_002798815.1|porcine|2011	SRR6283069|porcine|2011
GCA_002798755.1	porcine	2005	mesenteric lymph node		Sus scrofa domesticus	CFSAN068046	SRR6283159	SRS2680746		SAMN08015904	GCA_002798755.1|porcine|2005	SRR6283159|porcine|2005
GCA_002798715.1	porcine	2005	mesenteric lymph node		Sus scrofa domesticus	CFSAN068045	SRR6283291	SRS2680870		SAMN08016038	GCA_002798715.1|porcine|2005	SRR6283291|porcine|2005
GCA_002798625.1	porcine	2008	feces		Sus scrofa domesticus	CFSAN068032	SRR6283292	SRS2680871		SAMN08016037	GCA_002798625.1|porcine|2008	SRR6283292|porcine|2008
GCA_002798565.1	porcine	2005	mesenteric lymph node		Sus scrofa domesticus	CFSAN068043	SRR6283403	SRS2680982		SAMN08016211	GCA_002798565.1|porcine|2005	SRR6283403|porcine|2005
GCA_002798515.1	unreported	2007	herd environment			CFSAN068041	SRR6283416	SRS2680995		SAMN08016210	GCA_002798515.1|unreported|2007	SRR6283416|unreported|2007
GCA_002798855.1	porcine	2008	feces		Sus scrofa domesticus	CFSAN068030	SRR6283491	SRS2681072		SAMN08016388	GCA_002798855.1|porcine|2008	SRR6283491|porcine|2008
GCA_002798775.1	porcine	2005	mesenteric lymph node		Sus scrofa domesticus	CFSAN068040	SRR6283504	SRS2681082		SAMN08016390	GCA_002798775.1|porcine|2005	SRR6283504|porcine|2005
GCA_002798635.1	porcine	2004	feces		Sus scrofa domesticus	CFSAN068029	SRR6283528	SRS2681109		SAMN08016403	GCA_002798635.1|porcine|2004	SRR6283528|porcine|2004
GCA_002798695.1	porcine	2005	mesenteric lymph node		Sus scrofa domesticus	CFSAN068047	SRR6283625	SRS2681202		SAMN08016441	GCA_002798695.1|porcine|2005	SRR6283625|porcine|2005
GCA_002798615.1	porcine	2012	swab swine carcass		Sus scrofa domesticus	CFSAN068037	SRR6283626	SRS2681203		SAMN08016442	GCA_002798615.1|porcine|2012	SRR6283626|porcine|2012
GCA_002798835.1	porcine	2000	mesenteric lymph node		Sus scrofa domesticus	CFSAN068033	SRR6283673	SRS2681234		SAMN08016458	GCA_002798835.1|porcine|2000	SRR6283673|porcine|2000
GCA_002798595.1	unreported	2011	swab drag			CFSAN068036	SRR6283833	SRS2681393		SAMN08016465	GCA_002798595.1|unreported|2011	SRR6283833|unreported|2011
GCA_002798725.1	porcine	2005	mesenteric lymph node		Sus scrofa domesticus	CFSAN068044	SRR6283999	SRS2681559		SAMN08016474	GCA_002798725.1|porcine|2005	SRR6283999|porcine|2005
GCA_002798875.1	porcine	2011	urine		Sus scrofa domesticus	CFSAN068034	SRR6286518	SRS2683233		SAMN08017375	GCA_002798875.1|porcine|2011	SRR6286518|porcine|2011
GCA_002798525.1	unreported	2006	herd environment			CFSAN068042	SRR6286530	SRS2683245		SAMN08017409	GCA_002798525.1|unreported|2006	SRR6286530|unreported|2006
GCA_001595305.1	human	1983	feces		Homo sapiens	CFSAN033851	SRR6684719	SRS1340504	CFSAN033851	SAMN03941083	GCA_001595305.1|human|1983	SRR6684719|human|1983
GCA_001587915.1	other	2012	Raw salad			CFSAN033929	SRR6690140	SRS1340495	CFSAN033929	SAMN03941161	GCA_001587915.1|other|2012	SRR6690140|other|2012
GCA_001588545.1	human	1986	feces		Homo sapiens	CFSAN033868	SRR6690141	SRS1340521	CFSAN033868	SAMN03941100	GCA_001588545.1|human|1986	SRR6690141|human|1986
GCA_001587945.1	avian	2010	Chicken			CFSAN033926	SRR6690142	SRS1340498	CFSAN033926	SAMN03941158	GCA_001587945.1|avian|2010	SRR6690142|avian|2010
GCA_001595105.1	human	1985	feces		Homo sapiens	CFSAN033863	SRR6690143	SRS1340526	CFSAN033863	SAMN03941095	GCA_001595105.1|human|1985	SRR6690143|human|1985
GCA_001595355.1	human	1983	feces		Homo sapiens	CFSAN033848	SRR6690144	SRS1340507	CFSAN033848	SAMN03941080	GCA_001595355.1|human|1983	SRR6690144|human|1983
GCA_001595015.1	human	1986	feces		Homo sapiens	CFSAN033867	SRR6690145	SRS1340522	CFSAN033867	SAMN03941099	GCA_001595015.1|human|1986	SRR6690145|human|1986
GCA_001594985.1	human	1986	feces		Homo sapiens	CFSAN033870	SRR6690146	SRS1340550	CFSAN033870	SAMN03941102	GCA_001594985.1|human|1986	SRR6690146|human|1986
GCA_001594595.1	porcine	2006	Swine			CFSAN033901	SRR6690147	SRS1340487	CFSAN033901	SAMN03941133	GCA_001594595.1|porcine|2006	SRR6690147|porcine|2006
GCA_001588195.1	avian	2006	Poultry			CFSAN033909	SRR6690148	SRS1340473	CFSAN033909	SAMN03941141	GCA_001588195.1|avian|2006	SRR6690148|avian|2006
GCA_001588455.1	other	1998	Lettuce			CFSAN033887	SRR6690149	SRS1340537	CFSAN033887	SAMN03941119	GCA_001588455.1|other|1998	SRR6690149|other|1998
GCA_001595115.1	human	1985	feces		Homo sapiens	CFSAN033862	SRR6690150	SRS1340527	CFSAN033862	SAMN03941094	GCA_001595115.1|human|1985	SRR6690150|human|1985
GCA_001594825.1	human	1992	feces		Homo sapiens	CFSAN033880	SRR6690151	SRS1340544	CFSAN033880	SAMN03941112	GCA_001594825.1|human|1992	SRR6690151|human|1992
GCA_001588125.1	unreported	2009	Ready-to-eat dish			CFSAN033913	SRR6690152	SRS1340481	CFSAN033913	SAMN03941145	GCA_001588125.1|unreported|2009	SRR6690152|unreported|2009
GCA_001588535.1	human	1988	feces		Homo sapiens	CFSAN033875	SRR6690154	SRS1340533	CFSAN033875	SAMN03941107	GCA_001588535.1|human|1988	SRR6690154|human|1988
GCA_001587775.1	unreported	2013	Final product sales (animal origin)			CFSAN033934	SRR6690155	SRS1340512	CFSAN033934	SAMN03941166	GCA_001587775.1|unreported|2013	SRR6690155|unreported|2013
GCA_001587885.1	porcine	2012	Swine (homemade salami)			CFSAN033930	SRR6690156	SRS1340494	CFSAN033930	SAMN03941162	GCA_001587885.1|porcine|2012	SRR6690156|porcine|2012
GCA_001594935.1	human	1986	feces		Homo sapiens	CFSAN033872	SRR6690157	SRS1340536	CFSAN033872	SAMN03941104	GCA_001594935.1|human|1986	SRR6690157|human|1986
GCA_001588095.1	unreported	2009	Industrialized product			CFSAN033915	SRR6690658	SRS1340479	CFSAN033915	SAMN03941147	GCA_001588095.1|unreported|2009	SRR6690658|unreported|2009
GCA_001588015.1	avian	2010	Frozen chicken carcass			CFSAN033921	SRR6690659	SRS1340503	CFSAN033921	SAMN03941153	GCA_001588015.1|avian|2010	SRR6690659|avian|2010
GCA_001588435.1	human	1999	feces		Homo sapiens	CFSAN033889	SRR6690660	SRS1340555	CFSAN033889	SAMN03941121	GCA_001588435.1|human|1999	SRR6690660|human|1999
GCA_001595185.1	human	1984	feces		Homo sapiens	CFSAN033858	SRR6690661	SRS1340531	CFSAN033858	SAMN03941090	GCA_001595185.1|human|1984	SRR6690661|human|1984
GCA_001595065.1	human	1985	feces		Homo sapiens	CFSAN033865	SRR6690662	SRS1340524	CFSAN033865	SAMN03941097	GCA_001595065.1|human|1985	SRR6690662|human|1985
GCA_001594515.1	avian	2010	Poultry			CFSAN033920	SRR6690663	SRS1340474	CFSAN033920	SAMN03941152	GCA_001594515.1|avian|2010	SRR6690663|avian|2010
GCA_001594505.1	unreported	2010	Unknown			CFSAN033923	SRR6690664	SRS1340500	CFSAN033923	SAMN03941155	GCA_001594505.1|unreported|2010	SRR6690664|unreported|2010
GCA_001594455.1	avian	2011	Cold chicken			CFSAN033928	SRR6690665	SRS1340497	CFSAN033928	SAMN03941160	GCA_001594455.1|avian|2011	SRR6690665|avian|2011
GCA_001594585.1	porcine	2006	Swine			CFSAN033907	SRR6690667	SRS1340469	CFSAN033907	SAMN03941139	GCA_001594585.1|porcine|2006	SRR6690667|porcine|2006
